,line,line_nostop,line_stemmed,line_length,word_count,tagged_line,verb_percentage,adj_percentage,stopword_percentage,punctuation_percentage,number_percentage,proper_noun_percentage,symbol_count,list_markers_count,determiners_count,name_count,line_length_trans,word_count_trans,verb_percentage_trans,adj_percentage_trans,stopword_percentage_trans,punctuation_percentage_trans,number_percentage_trans,proper_noun_percentage_trans,company_count
58,• List references ,"['', 'list', 'references', '']","['', 'list', 'references', '']",15,4,"[('•', 'JJ'), ('List', 'NNP'), ('references', 'NNS')]",0.0,33.300000000000004,0.0,0.0,0.0,33.300000000000004,0.0,0.0,0.0,0,1.7187719275874789,1.5874010519681994,0.0,5.770615218501404,0.0,0.0,0.0,33.300000000000004,0
59,• Start each line with a date ,"['', 'start', 'line', 'date', '']","['', 'start', 'line', 'date', '']",23,8,"[('•', 'JJ'), ('Start', 'NNP'), ('each', 'DT'), ('line', 'NN'), ('with', 'IN'), ('a', 'DT'), ('date', 'NN')]",0.0,14.299999999999999,13.0,0.0,0.0,14.299999999999999,0.0,0.0,28.599999999999998,0,1.8721712305548575,2.0,0.0,3.7815340802378072,3.605551275463989,0.0,0.0,14.299999999999999,1
60,1.  Spelling and grammar errors ,"['1', 'spelling', 'grammar', 'errors', '']","['1', 'spelling', 'grammar', 'errors', '']",26,6,"[('1', 'CD'), ('.', '.'), ('Spelling', 'VBG'), ('and', 'CC'), ('grammar', 'JJ'), ('errors', 'NNS')]",16.7,16.7,3.8,3.8,16.7,0.0,0.0,0.0,0.0,0,1.9186451916253062,1.8171205928321397,4.08656334834051,4.08656334834051,1.9493588689617927,1.9493588689617927,16.7,0.0,0
61,2.  Missing email and phone information ,"['2', 'missing', 'email', 'phone', 'information', '']","['2', 'missing', 'email', 'phone', 'information', '']",33,7,"[('2', 'CD'), ('.', '.'), ('Missing', 'VBG'), ('email', 'NN'), ('and', 'CC'), ('phone', 'NN'), ('information', 'NN')]",14.299999999999999,0.0,3.0,3.0,14.299999999999999,0.0,0.0,0.0,0.0,0,2.0123466170855586,1.912931182772389,3.7815340802378072,0.0,1.7320508075688772,1.7320508075688772,14.299999999999999,0.0,0
62,3.  Using passive language instead of “action” words ,"['3', 'using', 'passive', 'language', 'instead', 'action', 'words', '']","['3', 'using', 'passive', 'language', 'instead', 'action', 'words', '']",44,9,"[('3', 'LS'), ('.', '.'), ('Using', 'VBG'), ('passive', 'JJ'), ('language', 'NN'), ('instead', 'RB'), ('of', 'IN'), ('“', 'JJ'), ('action', 'NN'), ('”', 'NN'), ('words', 'NNS')]",9.1,18.2,2.3,2.3,0.0,0.0,0.0,9.1,0.0,0,2.1315255132709487,2.080083823051904,3.0166206257996713,4.266145801540309,1.51657508881031,1.51657508881031,0.0,0.0,0
63,"4.  Not well organized, concise, or easy to skim ","['4', 'well', 'organized', 'concise', 'easy', 'skim', '']","['4', 'well', 'organized', 'concise', 'easy', 'skim', '']",39,10,"[('4', 'CD'), ('.', '.'), ('Not', 'RB'), ('well', 'RB'), ('organized', 'VBN'), (',', ','), ('concise', 'NN'), (',', ','), ('or', 'CC'), ('easy', 'JJ'), ('to', 'TO'), ('skim', 'VB')]",16.7,8.3,5.1,7.7,8.3,0.0,0.0,0.0,0.0,0,2.080716549261844,2.154434690031884,4.08656334834051,2.8809720581775866,2.258317958127243,2.7748873851023217,8.3,0.0,0
64,5.  Not demonstrating results ,"['5', 'demonstrating', 'results', '']","['5', 'demonstrating', 'results', '']",25,5,"[('5', 'CD'), ('.', '.'), ('Not', 'RB'), ('demonstrating', 'VBG'), ('results', 'NNS')]",20.0,0.0,0.0,4.0,20.0,0.0,0.0,0.0,0.0,0,1.9036539387158786,1.7099759466766968,4.47213595499958,0.0,0.0,2.0,20.0,0.0,0
65,6.  Too long ,"['6', 'long', '']","['6', 'long', '']",9,4,"[('6', 'CD'), ('.', '.'), ('Too', 'VB'), ('long', 'JJ')]",25.0,25.0,0.0,11.1,25.0,0.0,0.0,0.0,0.0,1,1.5518455739153598,1.5874010519681994,5.0,5.0,0.0,3.331666249791536,25.0,0.0,0
66,DO: ,[''],[''],3,2,"[('DO', 'NNS'), (':', ':')]",0.0,0.0,0.0,33.300000000000004,0.0,0.0,0.0,0.0,0.0,0,1.2457309396155174,1.2599210498948732,0.0,0.0,0.0,5.770615218501404,0.0,0.0,0
67,• Be consistent in format and content ,"['', 'consistent', 'format', 'content', '']","['', 'consistent', 'format', 'content', '']",31,8,"[('•', 'RB'), ('Be', 'NNP'), ('consistent', 'JJ'), ('in', 'IN'), ('format', 'NN'), ('and', 'CC'), ('content', 'NN')]",0.0,14.299999999999999,6.5,0.0,0.0,14.299999999999999,0.0,0.0,0.0,0,1.9873407546644581,2.0,0.0,3.7815340802378072,2.5495097567963922,0.0,0.0,14.299999999999999,0
68,"• Make it easy to read and follow, balancing white ","['', 'make', 'easy', 'read', 'follow', 'balancing', 'white', '']","['', 'make', 'easy', 'read', 'follow', 'balancing', 'white', '']",41,11,"[('•', 'NNS'), ('Make', 'VBP'), ('it', 'PRP'), ('easy', 'JJ'), ('to', 'TO'), ('read', 'VB'), ('and', 'CC'), ('follow', 'VB'), (',', ','), ('balancing', 'VBG'), ('white', 'JJ')]",27.3,18.2,7.3,2.4,0.0,0.0,0.0,0.0,0.0,0,2.1016324782757847,2.2239800905693152,5.224940191045253,4.266145801540309,2.701851217221259,1.5491933384829668,0.0,0.0,0
69,space ,"['space', '']","['space', '']",5,2,"[('space', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.379729661461215,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
70,"• Use consistent spacing, underlining, italics, bold, ","['', 'use', 'consistent', 'spacing', 'underlining', 'italics', 'bold', '']","['', 'use', 'consistent', 'spacing', 'underlining', 'italics', 'bold', '']",47,8,"[('•', 'NN'), ('Use', 'NNP'), ('consistent', 'JJ'), ('spacing', 'NN'), (',', ','), ('underlining', 'JJ'), (',', ','), ('italics', 'NNS'), (',', ','), ('bold', 'NN'), (',', ',')]",0.0,18.2,0.0,8.5,0.0,9.1,0.0,0.0,0.0,0,2.159830011764466,2.0,0.0,4.266145801540309,0.0,2.9154759474226504,0.0,9.1,0
71,and capitalization for emphasis ,"['capitalization', 'emphasis', '']","['capitalization', 'emphasis', '']",28,5,"[('and', 'CC'), ('capitalization', 'NN'), ('for', 'IN'), ('emphasis', 'NN')]",0.0,0.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0,1.9472943612303364,1.7099759466766968,0.0,0.0,2.6645825188948455,0.0,0.0,0.0,0
72,• List headings (such as Experience) in order of ,"['', 'list', 'headings', 'experience', 'order', '']","['', 'list', 'headings', 'experience', 'order', '']",40,10,"[('•', 'JJ'), ('List', 'NNP'), ('headings', 'NNS'), ('(', '('), ('such', 'JJ'), ('as', 'IN'), ('Experience', 'NN'), (')', ')'), ('in', 'IN'), ('order', 'NN'), ('of', 'IN')]",0.0,18.2,10.0,5.0,0.0,9.1,0.0,0.0,0.0,0,2.0912791051825463,2.154434690031884,0.0,4.266145801540309,3.1622776601683795,2.23606797749979,0.0,9.1,0
73,importance ,"['importance', '']","['importance', '']",10,2,"[('importance', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
74,"• Within headings, list information in reverse chron- ","['', 'within', 'headings', 'list', 'information', 'reverse', 'chron', '']","['', 'within', 'headings', 'list', 'information', 'reverse', 'chron', '']",46,9,"[('•', 'NN'), ('Within', 'NNP'), ('headings', 'NNS'), (',', ','), ('list', 'NN'), ('information', 'NN'), ('in', 'IN'), ('reverse', 'NN'), ('chron-', 'NN')]",0.0,0.0,2.1999999999999997,4.3,0.0,11.1,0.0,0.0,0.0,0,2.1505600128111397,2.080083823051904,0.0,0.0,1.4832396974191324,2.073644135332772,0.0,11.1,0
75,ological order (most recent first) ,"['ological', 'order', 'recent', 'first', '']","['ological', 'order', 'recent', 'first', '']",30,6,"[('ological', 'JJ'), ('order', 'NN'), ('(', '('), ('most', 'RBS'), ('recent', 'JJ'), ('first', 'RB'), (')', ')')]",0.0,28.599999999999998,3.3000000000000003,6.7,0.0,0.0,0.0,0.0,0.0,0,1.97435048583482,1.8171205928321397,0.0,5.347896782848375,1.8165902124584952,2.588435821108957,0.0,0.0,0
76,• Avoid information gaps such as a missing summer ,"['', 'avoid', 'information', 'gaps', 'missing', 'summer', '']","['', 'avoid', 'information', 'gaps', 'missing', 'summer', '']",41,10,"[('•', 'JJ'), ('Avoid', 'NNP'), ('information', 'NN'), ('gaps', 'NNS'), ('such', 'JJ'), ('as', 'IN'), ('a', 'DT'), ('missing', 'VBG'), ('summer', 'NN')]",11.1,22.2,7.3,0.0,0.0,11.1,0.0,0.0,11.1,1,2.1016324782757847,2.154434690031884,3.331666249791536,4.711687595755898,2.701851217221259,0.0,0.0,11.1,0
77,• Be sure that your formatting will translate properly ,"['', 'sure', 'formatting', 'translate', 'properly', '']","['', 'sure', 'formatting', 'translate', 'properly', '']",46,10,"[('•', 'RB'), ('Be', 'NNP'), ('sure', 'JJ'), ('that', 'IN'), ('your', 'PRP$'), ('formatting', 'NN'), ('will', 'MD'), ('translate', 'VB'), ('properly', 'RB')]",11.1,11.1,6.5,0.0,0.0,11.1,0.0,0.0,0.0,0,2.1505600128111397,2.154434690031884,3.331666249791536,3.331666249791536,2.5495097567963922,0.0,0.0,11.1,0
78,if converted to a .pdf ,"['converted', 'pdf', '']","['converted', 'pdf', '']",18,6,"[('if', 'IN'), ('converted', 'VBN'), ('to', 'TO'), ('a', 'DT'), ('.pdf', 'NN')]",20.0,0.0,16.7,5.6000000000000005,0.0,0.0,0.0,0.0,20.0,0,1.7826024579660034,1.8171205928321397,4.47213595499958,0.0,4.08656334834051,2.3664319132398464,0.0,0.0,0
79,PLAN TO WORK INTERNATIONALLY? ,"['plan', 'work', 'internationally', '']","['plan', 'work', 'internationally', '']",26,5,"[('PLAN', 'NN'), ('TO', 'NNP'), ('WORK', 'NNP'), ('INTERNATIONALLY', 'NNP'), ('?', '.')]",0.0,0.0,0.0,3.8,0.0,60.0,0.0,0.0,0.0,0,1.9186451916253062,1.7099759466766968,0.0,0.0,0.0,1.9493588689617927,0.0,60.0,0
80,Resume guidelines can vary from country to country. See our ,"['resume', 'guidelines', 'vary', 'country', 'country', 'see', '']","['resume', 'guidelines', 'vary', 'country', 'country', 'see', '']",50,11,"[('Resume', 'NNP'), ('guidelines', 'NNS'), ('can', 'MD'), ('vary', 'VB'), ('from', 'IN'), ('country', 'NN'), ('to', 'TO'), ('country', 'NN'), ('.', '.'), ('See', 'VB'), ('our', 'PRP$')]",18.2,0.0,8.0,2.0,0.0,9.1,0.0,0.0,0.0,0,2.1867241478865562,2.2239800905693152,4.266145801540309,0.0,2.8284271247461903,1.4142135623730951,0.0,9.1,0
81,international resources at ocs.fas.harvard.edu/online-tools ,"['international', 'resources', 'ocsfasharvardeduonlinetools', '']","['international', 'resources', 'ocsfasharvardeduonlinetools', '']",56,5,"[('international', 'JJ'), ('resources', 'NNS'), ('at', 'IN'), ('ocs.fas.harvard.edu/online-tools', 'NNS')]",0.0,25.0,1.7999999999999998,8.9,0.0,0.0,0.0,0.0,0.0,0,2.2368538294402893,1.7099759466766968,0.0,5.0,1.3416407864998738,2.9832867780352594,0.0,0.0,0
82,RESUMES  AND  COVER  LETTERS  ,"['', 'resumes', 'cover', 'letters', '']","['', 'resumes', 'cover', 'letters', '']",23,6,"[('RESUMES', 'NNP'), ('AND', 'NNP'), ('COVER', 'NNP'), ('LETTERS', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8721712305548575,1.8171205928321397,0.0,0.0,0.0,0.0,0.0,100.0,0
83,Action Verbs for your Resume ,"['action', 'verbs', 'resume', '']","['action', 'verbs', 'resume', '']",24,6,"[('Action', 'NNP'), ('Verbs', 'NNP'), ('for', 'IN'), ('your', 'PRP$'), ('Resume', 'NN')]",0.0,0.0,8.3,0.0,0.0,40.0,0.0,0.0,0.0,0,1.888175022589804,1.8171205928321397,0.0,0.0,2.8809720581775866,0.0,0.0,40.0,0
84,LEADERSHIP ,"['leadership', '']","['leadership', '']",10,2,"[('LEADERSHIP', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
85,Accomplished    Achieved ,"['accomplished', 'achieved', '']","['accomplished', 'achieved', '']",20,3,"[('Accomplished', 'NNP'), ('Achieved', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8205642030260802,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,100.0,0
86,Administered    Analyzed ,"['administered', 'analyzed', '']","['administered', 'analyzed', '']",20,3,"[('Administered', 'NNP'), ('Analyzed', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.8205642030260802,1.4422495703074083,0.0,0.0,0.0,0.0,0.0,100.0,0
87,Contracted ,"['contracted', '']","['contracted', '']",10,2,"[('Contracted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
88,Coordinated      Delegated ,"['coordinated', 'delegated', '']","['coordinated', 'delegated', '']",20,3,"[('Coordinated', 'VBN'), ('Delegated', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8205642030260802,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
89,Developed ,"['developed', '']","['developed', '']",9,2,"[('Developed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
90,Handled ,"['handled', '']","['handled', '']",7,2,"[('Handled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
91,Headed ,"['headed', '']","['headed', '']",6,2,"[('Headed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
92,Impacted ,"['impacted', '']","['impacted', '']",8,2,"[('Impacted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
93,Improved ,"['improved', '']","['improved', '']",8,2,"[('Improved', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
94,Assigned ,"['assigned', '']","['assigned', '']",8,2,"[('Assigned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
95,Directed ,"['directed', '']","['directed', '']",8,2,"[('Directed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
96,Increased ,"['increased', '']","['increased', '']",9,2,"[('Increased', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
97,Attained ,"['attained', '']","['attained', '']",8,2,"[('Attained', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
98,Earned ,"['earned', '']","['earned', '']",6,2,"[('Earned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
99,Led ,"['led', '']","['led', '']",3,2,"[('Led', 'VB')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.2457309396155174,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
100,Chaired ,"['chaired', '']","['chaired', '']",7,2,"[('Chaired', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
101,Consolidated ,"['consolidated', '']","['consolidated', '']",12,2,"[('Consolidated', 'JJ')]",0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,0.0,10.0,0.0,0.0,0.0,0.0,0
102,Evaluated ,"['evaluated', '']","['evaluated', '']",9,2,"[('Evaluated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
103,Executed ,"['executed', '']","['executed', '']",8,2,"[('Executed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
104,Mastered ,"['mastered', '']","['mastered', '']",8,2,"[('Mastered', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
105,Orchestrated ,"['orchestrated', '']","['orchestrated', '']",12,2,"[('Orchestrated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
106,Organized ,"['organized', '']","['organized', '']",9,2,"[('Organized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
107,Oversaw ,"['oversaw', '']","['oversaw', '']",7,2,"[('Oversaw', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
108,Planned ,"['planned', '']","['planned', '']",7,2,"[('Planned', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
109,Predicted ,"['predicted', '']","['predicted', '']",9,2,"[('Predicted', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
110,Prioritized ,"['prioritized', '']","['prioritized', '']",11,2,"[('Prioritized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
111,Produced ,"['produced', '']","['produced', '']",8,2,"[('Produced', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
112,Proved ,"['proved', '']","['proved', '']",6,2,"[('Proved', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
113,Recommended ,"['recommended', '']","['recommended', '']",11,2,"[('Recommended', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
114,Regulated ,"['regulated', '']","['regulated', '']",9,2,"[('Regulated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
115,Reorganized      Reviewed ,"['reorganized', 'reviewed', '']","['reorganized', 'reviewed', '']",19,3,"[('Reorganized', 'VBN'), ('Reviewed', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.8019831273171423,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
116,Scheduled ,"['scheduled', '']","['scheduled', '']",9,2,"[('Scheduled', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
117,Spearheaded ,"['spearheaded', '']","['spearheaded', '']",11,2,"[('Spearheaded', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
118,Strengthened ,"['strengthened', '']","['strengthened', '']",12,2,"[('Strengthened', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
119,Supervised ,"['supervised', '']","['supervised', '']",10,2,"[('Supervised', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
120,Surpassed ,"['surpassed', '']","['surpassed', '']",9,2,"[('Surpassed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
121,COMMUNICATION ,"['communication', '']","['communication', '']",13,2,"[('COMMUNICATION', 'NN')]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6702776523348104,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,0.0,0
122,Addressed ,"['addressed', '']","['addressed', '']",9,2,"[('Addressed', 'JJ')]",0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,0.0,10.0,0.0,0.0,0.0,0.0,0
123,Arbitrated ,"['arbitrated', '']","['arbitrated', '']",10,2,"[('Arbitrated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
124,Arranged ,"['arranged', '']","['arranged', '']",8,2,"[('Arranged', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
125,Authored ,"['authored', '']","['authored', '']",8,2,"[('Authored', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,100.0,0
126,Collaborated ,"['collaborated', '']","['collaborated', '']",12,2,"[('Collaborated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.6437518295172258,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
127,Convinced ,"['convinced', '']","['convinced', '']",9,2,"[('Convinced', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
128,Corresponded Delivered ,"['corresponded', 'delivered', '']","['corresponded', 'delivered', '']",21,3,"[('Corresponded', 'VBN'), ('Delivered', 'NNP')]",50.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0,1.838416287252544,1.4422495703074083,7.0710678118654755,0.0,0.0,0.0,0.0,50.0,0
129,Developed ,"['developed', '']","['developed', '']",9,2,"[('Developed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
130,Directed ,"['directed', '']","['directed', '']",8,2,"[('Directed', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
131,Documented      Drafted ,"['documented', 'drafted', '']","['documented', 'drafted', '']",17,3,"[('Documented', 'VBN'), ('Drafted', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.762340347832317,1.4422495703074083,10.0,0.0,0.0,0.0,0.0,0.0,0
132,Edited ,"['edited', '']","['edited', '']",6,2,"[('Edited', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4309690811052556,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
133,Energized ,"['energized', '']","['energized', '']",9,2,"[('Energized', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
134,Enlisted ,"['enlisted', '']","['enlisted', '']",8,2,"[('Enlisted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
135,Formulated ,"['formulated', '']","['formulated', '']",10,2,"[('Formulated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
136,Influenced ,"['influenced', '']","['influenced', '']",10,2,"[('Influenced', 'NNP')]",0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,0.0,0.0,0.0,0.0,0.0,100.0,0
137,Interpreted ,"['interpreted', '']","['interpreted', '']",11,2,"[('Interpreted', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.615394266202178,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
138,Lectured ,"['lectured', '']","['lectured', '']",8,2,"[('Lectured', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
139,Liaised ,"['liaised', '']","['liaised', '']",7,2,"[('Liaised', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.4757731615945522,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
140,Mediated ,"['mediated', '']","['mediated', '']",8,2,"[('Mediated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5157165665103982,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
141,Moderated ,"['moderated', '']","['moderated', '']",9,2,"[('Moderated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
142,Negotiated ,"['negotiated', '']","['negotiated', '']",10,2,"[('Negotiated', 'VBN')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5848931924611136,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
143,Persuaded ,"['persuaded', '']","['persuaded', '']",9,2,"[('Persuaded', 'VBD')]",100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1.5518455739153598,1.2599210498948732,10.0,0.0,0.0,0.0,0.0,0.0,0
